,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
56,U001,200769623,WAL-MAR us,2020-03-30 17:46:35.580,2020,1930653060,2020-03-15,2020-03-30,2020-03-15,NAH4,50202.83,0-15
57,U001,200769623,WAL-MAR us,2020-04-16 17:46:35.580,2020,1930715979,2020-01-04,2020-04-16,2020-04-01,NAH4,8299.7,0-15
58,U001,200799367,MCL corporation,2020-04-08 05:34:47.860,2020,1930673430,2020-03-24,2020-04-08,2020-03-24,NAA8,51602.13,0-15
59,U001,200759878,SA co,2020-04-29 11:01:32.360,2020,1930783249,2020-04-14,2020-04-29,2020-04-14,NAH4,18900.99,0-15
60,U001,200794332,COST corp,2020-03-29 01:49:12.100,2020,1930638145,2020-03-14,2020-03-29,2020-03-14,NAAX,49467.7,0-15
61,U001,200515231,US  us,2020-04-24 12:53:03.410,2020,1930768145,2020-09-04,2020-04-24,2020-04-09,NAA8,10187.66,0-15
62,U001,200782669,SYGMA corp,2020-03-28 12:21:26.000,2020,1930636977,2020-03-13,2020-03-28,2020-03-13,NAA8,237.4,0-15
63,U001,200769623,WAL-MAR foundation,2020-05-27 19:33:27.000,2020,1930882979,2020-12-05,2020-05-27,2020-05-12,NAH4,11532.84,0-15
64,U001,200769623,WAL-MAR ,2020-04-08 20:47:47.760,2020,1930692833,2020-03-24,2020-04-08,2020-03-24,NAH4,20017.92,0-15
65,U001,200331749,SYSC foundation,2020-03-14 15:30:51.360,2020,1930579080,2020-02-28,2020-03-14,2020-02-28,NAA8,5320.85,0-15
66,U001,200772670,ASSOCIAT associates,2020-05-08 06:56:13.010,2020,1930819529,2020-04-23,2020-05-08,2020-04-23,NAU5,30900.83,0-15
67,U001,200772670,ASSOCIAT us,2020-04-17 16:59:21.620,2020,1930736164,2020-02-04,2020-04-17,2020-04-02,NAU5,65843.26,0-15
68,U001,200706844,WINC foundation,2020-03-19 03:10:25.800,2020,1930599854,2020-04-03,2020-03-19,2020-03-04,NAA8,359.44,0-15
69,U001,100043975,JAVA ,2020-04-18 03:46:08.070,2020,1930740345,2020-03-04,2020-04-18,2020-04-03,NAA8,1427.36,0-15
70,U001,200762301,C&S WH in,2020-03-19 19:50:24.000,2020,1930592552,2020-04-03,2020-03-19,2020-03-04,NAC6,99091.71,0-15
71,U001,200148860,DOLLA associates,2020-06-07 15:38:36.980,2020,1930732920,2020-03-04,2020-06-07,2020-04-03,NAGD,6543.44,0-15
72,CA02,100027744,OMEGA AD in,2020-05-19 05:19:47.950,2020,2960635652,2020-05-19,2020-05-19,2020-05-19,CAB1,4924.5,0-15
73,U001,100031704,DELHAIZE co,2020-03-16 04:39:52.760,2020,1930585468,2020-01-03,2020-03-16,2020-03-01,NAA8,106394.18,0-15
74,U001,200799420,HT HA foundation,2020-04-09 04:53:49.810,2020,1930703225,2020-03-25,2020-04-09,2020-03-25,NAA8,801.1,0-15
75,U001,200974851,RESTA systems,2020-04-10 13:59:49.500,2020,1930706997,2020-03-26,2020-04-10,2020-03-26,NAA8,3566.69,0-15
76,U001,200769623,WAL-MAR in,2020-05-13 11:31:31.000,2020,1930830709,2020-04-28,2020-05-13,2020-04-28,NAH4,8885.57,0-15
77,U001,200793568,SUPE llc,2020-03-25 08:21:39.420,2020,1930630388,2020-10-03,2020-03-25,2020-03-10,NAA8,15893.27,0-15
78,U001,200759878,SA foundation,2020-03-21 22:20:17.120,2020,1930609945,2020-06-03,2020-03-21,2020-03-06,NAH4,70180.8,0-15
79,U001,200712187,SPAR in,2020-05-05 05:26:41.640,2020,1930806222,2020-04-20,2020-05-05,2020-04-20,NAA8,119384.36,0-15
80,U001,100047532,KEYSTON associates,2020-03-19 04:19:01.680,2020,1930592834,2020-04-03,2020-03-19,2020-03-04,NAA8,11852.54,0-15
81,U001,200794332,COST co,2020-03-19 05:38:38.200,2020,1930562584,2020-02-28,2020-03-19,2020-02-28,NA84,11225.42,0-15
82,U001,200148860,DOLLA associates,2020-05-29 16:00:04.100,2020,1930699340,2020-03-25,2020-05-29,2020-03-25,NAGD,5456.75,0-15
83,U001,200794332,COST llc,2020-05-23 18:23:45.600,2020,1930862420,2020-08-05,2020-05-23,2020-05-08,NAAX,81500.86,0-15
84,U001,200555117,BURR trust,2020-04-11 09:51:59.580,2020,1930709963,2020-03-27,2020-04-11,2020-03-27,NAA8,749.14,0-15
85,U001,200769623,WAL-MAR in,2020-05-24 11:31:31.000,2020,1930878284,2020-09-05,2020-05-24,2020-05-09,NAH4,2219.89,0-15
86,U001,200772670,ASSOCIAT corp,2020-04-05 02:18:29.210,2020,1930683241,2020-03-21,2020-04-05,2020-03-21,NAU5,15489.78,0-15
87,U001,200707822,PUBLI corporation,2020-05-19 20:09:08.760,2020,1930857983,2020-04-05,2020-05-19,2020-05-04,NAA8,126107.91,0-15
88,CA02,140104392,FLANAG us,2020-03-20 08:07:00.140,2020,2960619205,2020-06-03,2020-03-20,2020-03-10,CA10,2528.673,0-15
89,U001,200769623,WAL-MAR corp,2020-05-13 07:04:31.710,2020,1930831780,2020-04-28,2020-05-13,2020-04-28,NAH4,11545.38,0-15
90,U001,200759878,SA systems,2020-04-15 19:33:10.360,2020,1930717567,2020-03-31,2020-04-15,2020-03-31,NAH4,47646.57,0-15
91,U001,200705742,DOT foundation,2020-03-14 01:46:45.320,2020,1930581678,2020-02-28,2020-03-14,2020-02-28,NAA8,5932.51,0-15
92,U001,200793568,SUPE trust,2020-04-07 10:25:51.360,2020,1930690537,2020-03-23,2020-04-07,2020-03-23,NAA8,1635.76,0-15
93,U001,200726979,BJ'S  ,2020-03-27 03:51:40.080,2020,1930646128,2020-12-03,2020-03-27,2020-03-12,NAA8,1286.3,0-15
94,U001,200704858,WAKE corp,2020-04-24 13:27:14.920,2020,1930762384,2020-09-04,2020-04-24,2020-04-09,NAA8,99568.42,0-15
95,U001,200780383,MEIJ in,2020-04-02 06:26:38.530,2020,1930665025,2020-03-18,2020-04-02,2020-03-18,NAA8,3612.63,0-15
96,U001,200762301,C&S WH associates,2020-04-27 05:17:39.840,2020,1930778021,2020-12-04,2020-04-27,2020-04-12,NAC6,102276.04,0-15
97,CA02,140106271,LONGO  in,2020-04-17 08:54:15.460,2020,2960626604,2020-03-04,2020-04-17,2020-04-07,CA10,8615.453,0-15
98,CA02,140104423,METRO  us,2020-05-01 08:28:17.560,2020,2960628851,2020-04-17,2020-05-01,2020-04-21,CA10,45059.545999999995,0-15
99,U001,200741174,M B  co,2020-03-31 17:28:18.460,2020,1930657267,2020-03-16,2020-03-31,2020-03-16,NAA8,5767.83,0-15
100,CA02,100030194,AMAZO llc,2020-03-30 05:05:40.800,2020,2960622411,2020-03-18,2020-03-30,2020-03-20,CA10,9851.667,0-15
101,U001,200769623,WAL-MAR trust,2020-04-14 16:23:27.000,2020,1930720012,2020-03-30,2020-04-14,2020-03-30,NAH4,42379.83,0-15
102,U001,200592182,DECA in,2020-05-09 04:50:08.570,2020,1930822583,2020-04-24,2020-05-09,2020-04-16,NAM4,1761.84,0-15
103,U001,200743996,STATER  co,2020-04-06 04:52:52.260,2020,1930686889,2020-03-22,2020-04-06,2020-03-22,NAA8,94612.03,0-15
104,U001,200769623,WAL-MAR in,2020-04-30 11:31:31.000,2020,1930787980,2020-04-15,2020-04-30,2020-04-15,NAH4,22226.35,0-15
105,U001,200749782,KROG associates,2020-05-10 09:44:14.970,2020,1930822131,2020-04-25,2020-05-10,2020-04-25,NAA8,88502.01,0-15
106,U001,200744019,TARG corp,2020-05-17 05:57:26.550,2020,1930641073,2020-03-13,2020-05-17,2020-03-13,NAGD,1982.06,0-15
107,U001,200769623,WAL-MAR foundation,2020-05-06 19:33:27.000,2020,1930804577,2020-04-21,2020-05-06,2020-04-21,NAH4,2326.08,0-15
108,U001,200705742,DOT us,2020-03-17 07:28:52.850,2020,1930592413,2020-02-03,2020-03-17,2020-03-02,NAA8,9822.38,0-15
109,U001,200744019,TARG trust,2020-05-20 03:04:22.530,2020,1930857489,2020-05-05,2020-05-20,2020-05-05,NAA8,29592.42,0-15
110,U001,200772670,ASSOCIAT associates,2020-04-18 06:57:35.300,2020,1930739252,2020-03-04,2020-04-18,2020-04-03,NAU5,47903.76,0-15
111,U001,200769623,WAL-MAR corporation,2020-04-08 11:04:10.470,2020,1930692953,2020-03-24,2020-04-08,2020-03-24,NAH4,1898.9,0-15
112,U001,200900909,SYSCO in,2020-04-18 09:59:58.850,2020,1930741081,2020-03-04,2020-04-18,2020-04-03,NAA8,7524.17,0-15
113,U001,200424504,M  in,2020-04-15 08:38:20.530,2020,1930830032,2020-04-28,2020-04-15,2020-04-15,NACG,2428.04,0-15
114,U001,100031704,DELHAIZE trust,2020-06-20 08:29:29.480,2020,1930794735,2020-04-16,2020-06-20,2020-04-16,NAGD,1176.59,0-15
115,U001,200764795,SYSCO  us,2020-04-19 18:36:44.480,2020,1930637455,2020-03-18,2020-04-19,2020-03-18,NA32,10978.51,0-15
116,U001,200337148,COAS systems,2020-03-17 13:35:49.800,2020,1930587342,2020-02-03,2020-03-17,2020-03-02,NAA8,45127.79,0-15
117,U001,200416837,DEC llc,2020-03-24 12:52:11.470,2020,1930599382,2020-04-03,2020-03-24,2020-03-01,NAM4,398.16,0-15
118,U001,200769623,WAL-MAR llc,2020-03-24 09:19:03.000,2020,1930623646,2020-09-03,2020-03-24,2020-03-09,NAH4,58726.21,0-15
119,U001,200726979,BJ'S  associates,2020-03-27 20:15:03.060,2020,1930645815,2020-12-03,2020-03-27,2020-03-12,NAA8,588.49,0-15
120,U001,200721222,GO us,2020-05-05 04:13:47.980,2020,1930800642,2020-04-20,2020-05-05,2020-04-20,NAA8,25685.07,0-15
121,U001,200772595,SAFEW corporation,2020-04-17 07:31:27.540,2020,1930729101,2020-02-04,2020-04-17,2020-04-02,NAA8,10020.14,0-15
122,U001,200820380,SMITH'S trust,2020-04-14 15:01:18.720,2020,1930716191,2020-03-30,2020-04-14,2020-03-30,NAA8,48022.97,0-15
123,U001,200793568,SUPE corporation,2020-04-29 08:33:20.160,2020,1930779652,2020-04-14,2020-04-29,2020-04-14,NAA8,36623.03,0-15
124,U001,200706844,WINC corp,2020-04-16 21:20:00.000,2020,1930732708,2020-01-04,2020-04-16,2020-04-01,NAA8,22644.53,0-15
125,U001,100043975,JAVA co,2020-03-17 04:13:22.260,2020,1930586661,2020-02-03,2020-03-17,2020-03-02,NAA8,7212.0,0-15
126,U001,200769623,WAL-MAR llc,2020-04-09 09:19:03.000,2020,1930692548,2020-03-25,2020-04-09,2020-03-25,NAH4,15797.23,0-15
127,U001,200762301,C&S WH in,2020-03-26 19:45:36.000,2020,1930630515,2020-11-03,2020-03-26,2020-03-11,NAC6,2018.45,0-15
128,U001,200769623,WAL-MAR foundation,2020-03-19 19:33:27.000,2020,1930593446,2020-04-03,2020-03-19,2020-03-04,NAH4,14706.98,0-15
129,U001,200729290,KROGER ,2020-03-19 02:42:35.980,2020,1930599215,2020-04-03,2020-03-19,2020-03-04,NAA8,115494.14,0-15
130,U001,200769623,WAL-MAR us,2020-05-12 17:46:35.580,2020,1930827122,2020-04-27,2020-05-12,2020-04-27,NAH4,1898.9,0-15
131,U001,200769623,WAL-MAR us,2020-04-21 17:46:35.580,2020,1930750644,2020-06-04,2020-04-21,2020-04-06,NAH4,37684.36,0-15
132,U001,200705372,FR corporation,2020-03-28 09:06:13.060,2020,1930637990,2020-03-13,2020-03-28,2020-03-13,NAA8,19961.05,0-15
133,U001,200769623,WAL-MAR llc,2020-04-06 09:19:03.000,2020,1930675431,2020-03-22,2020-04-06,2020-03-22,NAH4,11826.09,0-15
134,U001,200742791,QUI in,2020-03-25 13:29:28.840,2020,1930603823,2020-10-03,2020-03-25,2020-03-10,NAA8,24843.48,0-15
135,U001,200743996,STATER  corporation,2020-04-14 04:11:37.950,2020,1930718352,2020-03-30,2020-04-14,2020-03-30,NAA8,32224.05,0-15
136,U001,200769623,WAL-MAR us,2020-04-21 17:46:35.580,2020,1930752522,2020-06-04,2020-04-21,2020-04-06,NAH4,9937.06,0-15
137,U001,200759878,SA corporation,2020-04-23 21:18:27.480,2020,1930752430,2020-08-04,2020-04-23,2020-04-08,NAH4,12417.47,0-15
138,U001,200762301,C&S WH us,2020-03-17 06:28:57.100,2020,1930584581,2020-02-03,2020-03-17,2020-03-02,NAC6,4301.57,0-15
139,U001,200769623,WAL-MAR ,2020-05-27 20:54:59.760,2020,1930885637,2020-12-05,2020-05-27,2020-05-12,NAH4,22549.83,0-15
140,U001,100043936,PAPA JO foundation,2020-03-20 03:11:43.780,2020,1930627707,2020-10-03,2020-03-20,2020-03-10,NA10,18145.19,0-15
141,U001,200744019,TARG co,2020-04-20 09:01:29.010,2020,1930748869,2020-05-04,2020-04-20,2020-04-05,NAA8,97776.0,0-15
142,U001,200794332,COST ,2020-04-17 18:24:13.440,2020,1930720706,2020-02-04,2020-04-17,2020-04-02,NAAX,31599.18,0-15
143,U001,200740393,LABAT ,2020-03-18 05:42:58.670,2020,1930585380,2020-03-03,2020-03-18,2020-03-03,NAA8,52645.42,0-15
144,U001,200769623,WAL-MAR systems,2020-04-04 14:57:58.000,2020,1930671465,2020-03-20,2020-04-04,2020-03-20,NAH4,21113.92,0-15
145,U001,200762301,C&S WH co,2020-03-13 01:43:16.020,2020,1930577119,2020-02-27,2020-03-13,2020-02-27,NAC6,137768.6,0-15
146,U001,200759878,SA in,2020-04-20 07:58:22.480,2020,1930748365,2020-05-04,2020-04-20,2020-04-05,NAH4,13548.66,0-15
147,U001,200759878,SA corporation,2020-05-12 21:27:27.480,2020,1930825574,2020-04-27,2020-05-12,2020-04-27,NAH4,35898.48,0-15
148,U001,200704858,WAKE llc,2020-03-31 05:31:52.110,2020,1930655118,2020-03-16,2020-03-31,2020-03-16,NAA8,109248.63,0-15
149,U001,200762301,C&S WH foundation,2020-03-31 01:36:11.040,2020,1930654407,2020-03-16,2020-03-31,2020-03-16,NAC6,7465.1,0-15
150,U001,200803720,DEC corporation,2020-05-11 02:57:09.920,2020,1930872721,2020-07-05,2020-05-11,2020-05-01,NAM2,4729.18,0-15
151,U001,200078795,H T H llc,2020-05-20 09:53:51.240,2020,1930861108,2020-05-05,2020-05-20,2020-05-05,NAA8,1412.26,0-15
152,U001,200519201,KROGE llc,2020-04-12 12:29:44.660,2020,1930709582,2020-03-28,2020-04-12,2020-03-28,NAA8,15477.22,0-15
153,U001,200744019,TARG corp,2020-04-22 05:51:19.050,2020,1930753198,2020-07-04,2020-04-22,2020-04-07,NAA8,19195.56,0-15
154,U001,200786288,FAMILY in,2020-04-23 08:17:42.910,2020,1930759958,2020-08-04,2020-04-23,2020-04-08,NAC6,66230.48,0-15
155,U001,200418007,AM systems,2020-04-17 15:25:31.220,2020,1930732102,2020-02-04,2020-04-17,2020-04-02,NAA8,47393.05,0-15
156,U001,200466603,SMITH'S systems,2020-04-02 10:21:41.030,2020,1930664246,2020-03-18,2020-04-02,2020-03-18,NAA8,142732.08,0-15
157,CA02,140106408,WAL-M associates,2020-04-02 03:42:43.060,2020,2960622798,2020-03-23,2020-04-02,2020-03-23,CA10,5791.484999999999,0-15
158,U001,200762301,C&S WH in,2020-06-05 19:44:13.710,2020,1930721389,2020-01-04,2020-06-05,2020-04-01,NAGD,7943.13,0-15
159,U001,200761734,H E BUT associates,2020-03-25 10:38:46.170,2020,1930632938,2020-10-03,2020-03-25,2020-03-10,NAA8,91756.55,0-15
160,U001,200769623,WAL-MAR foundation,2020-03-23 19:33:27.000,2020,1930611981,2020-08-03,2020-03-23,2020-03-08,NAH4,24282.42,0-15
161,U001,200769623,WAL-MAR llc,2020-05-03 09:19:03.000,2020,1930793187,2020-04-18,2020-05-03,2020-04-18,NAH4,10903.6,0-15
162,U001,200769623,WAL-MAR us,2020-04-08 17:46:35.580,2020,1930692727,2020-03-24,2020-04-08,2020-03-24,NAH4,51516.27,0-15
163,U001,200744019,TARG us,2020-05-06 01:38:37.640,2020,1930813045,2020-04-21,2020-05-06,2020-04-21,NAA8,5887.21,0-15
164,U001,200726979,BJ'S  systems,2020-03-27 22:01:25.860,2020,1930643416,2020-12-03,2020-03-27,2020-03-12,NAA8,14149.02,0-15
165,U001,200706844,WINC co,2020-04-15 05:50:16.000,2020,1930760026,2020-03-31,2020-04-15,2020-03-31,NAA8,38905.5,0-15
166,U001,200418007,AM us,2020-05-18 05:43:21.780,2020,1930650673,2020-03-14,2020-05-18,2020-03-14,NAGD,1011.24,0-15
167,U001,200799367,MCL in,2020-04-15 06:30:42.210,2020,1930720975,2020-03-31,2020-04-15,2020-03-31,NAA8,124605.44,0-15
168,U001,200772595,SAFEW corporation,2020-04-09 07:48:15.540,2020,1930705040,2020-03-25,2020-04-09,2020-03-25,NAA8,32039.34,0-15
169,U001,200759878,SA llc,2020-04-11 03:56:54.600,2020,1930700242,2020-03-27,2020-04-11,2020-03-27,NAH4,50054.82,0-15
170,U001,CCU013,KRAFT F in,2020-02-28 03:23:11.930,2020,1930570370,2020-02-28,2020-02-28,2020-02-28,NAX2,37209.64,0-15
171,U001,200726979,BJ'S  in,2020-03-24 21:25:21.990,2020,1930629390,2020-09-03,2020-03-24,2020-03-09,NAA8,467.72,0-15
172,U001,200526831,PERISH associates,2020-04-03 04:45:47.900,2020,1930666168,2020-03-19,2020-04-03,2020-03-19,NAA8,134095.09,0-15
173,U001,200769623,WAL-MAR llc,2020-05-17 09:19:03.000,2020,1930845835,2020-02-05,2020-05-17,2020-05-02,NAH4,292.94,0-15
174,U001,100031704,DELHAIZE corp,2020-05-15 18:13:28.300,2020,1930844129,2020-04-30,2020-05-15,2020-04-30,NAA8,92271.69,0-15
175,U001,200769623,WAL-MAR in,2020-04-02 11:31:31.000,2020,1930662779,2020-03-18,2020-04-02,2020-03-18,NAH4,35023.47,0-15
176,U001,200020431,DEC systems,2020-03-24 13:15:18.880,2020,1930599834,2020-04-03,2020-03-24,2020-03-01,NAM4,4551.58,0-15
177,U001,200726979,BJ'S  ,2020-04-16 03:53:30.000,2020,1930730591,2020-01-04,2020-04-16,2020-04-01,NAA8,261.84,0-15
178,U001,200769623,WAL-MAR foundation,2020-03-30 19:33:27.000,2020,1930652678,2020-03-15,2020-03-30,2020-03-15,NAH4,33837.66,0-15
179,U001,200729942,SA ,2020-05-02 03:28:56.170,2020,1930798198,2020-04-17,2020-05-02,2020-04-17,NAA8,11696.53,0-15
180,U001,200705742,DOT systems,2020-05-08 08:11:28.380,2020,1930810367,2020-04-23,2020-05-08,2020-04-23,NAA8,8115.04,0-15
181,U001,200777735,NASH  co,2020-04-02 10:51:37.270,2020,1930670844,2020-03-18,2020-04-02,2020-03-18,NAA8,152067.79,0-15
182,U001,200020431,DEC us,2020-03-24 18:41:55.840,2020,1930617742,2020-07-03,2020-03-24,2020-03-01,NAM4,3117.84,0-15
183,U001,200769623,WAL-MAR corp,2020-04-21 07:04:31.710,2020,1930748572,2020-06-04,2020-04-21,2020-04-06,NAH4,1898.2,0-15
184,U001,200759878,SA systems,2020-03-31 19:04:51.160,2020,1930655535,2020-03-16,2020-03-31,2020-03-16,NAH4,17060.17,0-15
